order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount_price,sell_price,profit
3879,27/05/2022,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10003455,4,1,49,-1
3880,08/11/2022,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10001031,4,2,48,8
3881,22/09/2022,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,OFF-PA-10002245,2,0.2,9.8,-0.2
3882,26/09/2023,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,OFF-ST-10004804,2,3.2,76.8,6.8
3883,31/01/2022,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10004904,6,14.4,345.6,25.6
3884,18/12/2023,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10002396,4,0.8,39.2,-0.8
3885,04/11/2023,Standard Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10002833,3,0,0,0
3886,14/10/2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10001072,4,0.4,9.6,-0.4
3887,25/10/2022,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,TEC-PH-10003171,3,2.6,127.4,17.4
3888,12/12/2023,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,OFF-AR-10004511,2,0.3,9.7,-0.3
3889,29/01/2022,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,TEC-PH-10001425,3,7.2,232.8,32.8
3890,23/07/2022,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,OFF-ST-10001490,2,10.8,349.2,49.2
3891,21/08/2022,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003033,2,26.4,633.6,83.6
3892,21/07/2022,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10001394,6,33.6,1646.4,136.4
3893,17/01/2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10000420,8,22.4,537.6,57.6
3894,07/11/2023,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10004901,7,5.6,274.4,44.4
3895,09/10/2023,Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,OFF-BI-10002571,5,0.2,9.8,-0.2
3896,07/11/2023,Standard Class,Home Office,United States,Texarkana,Arkansas,71854,South,Technology,Accessories,TEC-AC-10002331,5,1,49,9
3897,02/02/2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,OFF-FA-10000611,3,0,0,0
3898,04/10/2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000304,3,0.8,19.2,-0.8
3899,25/04/2022,Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,OFF-FA-10000611,2,0,0,0
3900,03/06/2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Accessories,TEC-AC-10002567,2,3.9,126.1,16.1
3901,18/11/2022,Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,OFF-PA-10001937,2,0.5,9.5,-0.5
3902,29/11/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10001090,2,1.5,48.5,8.5
3903,04/05/2022,Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000943,14,10.8,259.2,9.2
3904,29/10/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,OFF-AP-10004036,7,5,95,15
3905,18/02/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10003816,4,16.8,543.2,73.2
3906,08/08/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002072,4,0.5,9.5,-0.5
3907,26/07/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001468,4,27.5,522.5,32.5
3908,02/02/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000347,5,0.4,9.6,-0.4
3909,29/11/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002844,2,0.8,39.2,-0.8
3910,19/05/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001037,1,0.2,9.8,-0.2
3911,03/07/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,FUR-BO-10004218,5,7,343,63
3912,08/03/2022,First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,TEC-PH-10001619,3,14.1,455.9,35.9
3913,08/09/2022,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001639,3,0.8,19.2,-0.8
3914,23/02/2022,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10002268,2,0.3,9.7,-0.3
3915,30/06/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001932,5,24,776,26
3916,14/02/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10004218,2,8,152,12
3917,04/05/2023,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10000246,2,0.4,19.6,-0.4
3918,27/06/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003350,4,0.3,9.7,-0.3
3919,16/12/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10000513,3,12.4,297.6,27.6
3920,28/10/2022,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Storage,OFF-ST-10001321,4,3,57,-3
3921,27/01/2023,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,OFF-BI-10004233,4,3,57,-3
3922,26/01/2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001299,3,14.4,345.6,35.6
3923,03/03/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10002479,6,1.2,28.8,8.8
3924,15/02/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10001461,5,0.6,29.4,-0.6
3925,15/08/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10004963,2,1.5,28.5,-1.5
3926,26/08/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10000943,3,2.4,57.6,7.6
3927,29/12/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10004671,2,0.8,39.2,9.2
3928,06/05/2023,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10002735,5,7,133,3
3929,03/07/2023,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,FUR-BO-10004409,5,4.8,235.2,45.2
3930,18/07/2022,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,OFF-PA-10001934,1,0.2,9.8,-0.2
3931,17/10/2022,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,OFF-AR-10001044,7,6,144,14
3932,26/03/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10004165,3,0.2,9.8,-0.2
3933,04/04/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10001109,2,2.5,47.5,-2.5
3934,28/05/2022,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Art,OFF-AR-10001919,5,0.3,9.7,-0.3
3935,05/02/2022,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Labels,OFF-LA-10004544,5,1.4,68.6,-1.4
3936,21/10/2023,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Technology,Phones,TEC-PH-10003484,2,10,190,10
3937,26/09/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,OFF-EN-10001028,3,1.2,28.8,8.8
3938,24/10/2022,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,OFF-PA-10004156,3,0.9,29.1,-0.9
3939,20/05/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,FUR-CH-10001708,2,4,196,6
3940,24/07/2023,Same Day,Consumer,United States,Greenwood,Indiana,46142,Central,Furniture,Chairs,FUR-CH-10003379,5,56.8,1363.2,13.2
3941,22/07/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002456,2,0.4,9.6,-0.4
3942,17/02/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000605,1,0,0,0
3943,04/05/2022,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,OFF-PA-10001166,5,0.9,29.1,9.1
3944,08/04/2023,Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Supplies,OFF-SU-10000157,7,25.2,814.8,44.8
3945,20/06/2023,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004971,3,1,19,-1
3946,23/05/2022,Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Paper,OFF-PA-10001977,1,1.2,38.8,8.8
3947,08/11/2022,Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Supplies,OFF-SU-10001225,1,0,0,0
3948,22/09/2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,OFF-AR-10003514,2,0.2,9.8,-0.2
3949,18/04/2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,OFF-LA-10003510,2,1,49,-1
3950,11/09/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,OFF-PA-10001970,2,0.6,19.4,-0.6
3951,11/01/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,FUR-CH-10003817,6,5.2,254.8,14.8
3952,20/01/2022,Second Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Binders,OFF-BI-10003676,2,0.4,19.6,-0.4
3953,22/01/2022,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10003535,2,6.4,153.6,23.6
3954,25/07/2022,Standard Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,OFF-PA-10004675,2,0.2,9.8,-0.2
3955,02/12/2022,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,FUR-FU-10004020,1,0.2,9.8,-0.2
3956,24/12/2023,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,OFF-AR-10001955,4,2.4,77.6,7.6
3957,09/06/2022,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10002364,3,0.4,19.6,-0.4
3958,17/11/2022,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,OFF-BI-10002414,3,0.2,9.8,-0.2
3959,13/04/2022,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,OFF-AR-10003732,2,0,0,0
3960,01/02/2023,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Furniture,Furnishings,FUR-FU-10001085,3,1.6,38.4,-1.6
3961,26/07/2023,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10001249,6,0.8,39.2,9.2
3962,04/03/2023,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002564,5,6,144,24
3963,10/02/2022,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10000634,3,0.5,9.5,-0.5
3964,26/07/2022,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10004018,3,1.6,38.4,-1.6
3965,27/05/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10003481,3,0.4,9.6,-0.4
3966,15/01/2022,Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10003651,3,0.3,9.7,-0.3
3967,23/12/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10002956,4,1.8,88.2,8.2
3968,28/06/2022,First Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,OFF-BI-10003638,7,1.2,38.8,8.8
3969,10/09/2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10001890,8,0.5,9.5,-0.5
3970,20/03/2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10002606,10,1.6,38.4,8.4
3971,26/12/2022,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002245,9,2,48,8
3972,05/07/2022,Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,OFF-AR-10001615,4,4,76,6
3973,28/09/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000466,2,0.2,9.8,-0.2
3974,25/08/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003708,5,0.6,29.4,-0.6
3975,17/10/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004848,8,16.4,393.6,43.6
3976,02/04/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000320,7,1.2,38.8,8.8
3977,26/06/2022,First Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,FUR-FU-10003731,4,2,38,8
3978,20/10/2022,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10002780,3,0.3,9.7,-0.3
3979,13/02/2023,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10003800,2,2.4,77.6,7.6
3980,08/01/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10001676,2,1,49,-1
3981,22/12/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10002350,3,1.2,58.8,8.8
3982,04/12/2022,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10003096,3,0.6,19.4,-0.6
3983,21/05/2023,Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10003061,4,8.7,281.3,41.3
3984,18/05/2023,Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,TEC-CO-10003763,5,56,2744,394
3985,17/09/2022,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002923,1,1,49,9
3986,13/03/2022,Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Bookcases,FUR-BO-10003441,3,10.4,249.6,39.6
3987,12/01/2022,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,OFF-ST-10001780,4,129.5,2460.5,340.5
3988,19/12/2023,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,OFF-AP-10001962,5,1.6,38.4,8.4
3989,16/08/2022,Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,FUR-FU-10003798,5,4,76,6
3990,11/05/2022,Second Class,Consumer,United States,Woonsocket,Rhode Island,2895,East,Furniture,Furnishings,FUR-FU-10001095,2,1.5,48.5,-1.5
3991,02/07/2023,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Supplies,OFF-SU-10000157,3,5.8,284.2,14.2
3992,03/11/2022,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10001095,3,2.4,57.6,7.6
3993,04/08/2023,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Supplies,OFF-SU-10004261,3,1.2,38.8,-1.2
3994,01/09/2022,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,OFF-AR-10004022,6,3.4,166.6,26.6
3995,20/04/2022,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,FUR-BO-10002916,3,15.3,494.7,84.7
3996,01/07/2022,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,FUR-CH-10002084,7,34.4,825.6,95.6
3997,03/10/2023,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,TEC-PH-10003012,5,15.4,754.6,94.6
3998,02/10/2023,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Office Supplies,Art,OFF-AR-10002704,1,0.3,9.7,-0.3
3999,12/12/2022,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,FUR-FU-10000308,6,7.4,362.6,52.6
4000,09/01/2022,Second Class,Corporate,United States,Port Saint Lucie,Florida,34952,South,Furniture,Bookcases,FUR-BO-10004709,5,11.5,218.5,18.5
4001,26/08/2022,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001196,11,3,57,7
4002,13/08/2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10002942,5,14,336,46
4003,03/06/2023,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10004915,3,32,608,88
4004,06/04/2022,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,TEC-MA-10001016,3,11.6,278.4,38.4
4005,20/12/2022,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,OFF-EN-10000483,3,1.6,38.4,8.4
4006,21/05/2022,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,OFF-AR-10003087,1,0,0,0
4007,05/07/2023,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10000520,4,0.9,29.1,-0.9
4008,14/08/2023,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,TEC-AC-10001553,6,2,98,8
4009,12/09/2022,Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Art,OFF-AR-10000634,2,0.2,9.8,-0.2
4010,18/09/2022,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10001215,11,23.5,446.5,66.5
4011,15/07/2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001204,2,0.3,9.7,-0.3
4012,04/02/2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10002444,4,1.6,38.4,-1.6
4013,31/07/2022,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,OFF-AR-10000203,4,0.6,19.4,-0.6
4014,27/01/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,OFF-AP-10000828,3,16.2,523.8,43.8
4015,08/02/2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,OFF-LA-10003190,3,0.3,9.7,-0.3
4016,27/02/2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10002319,5,3.8,186.2,26.2
4017,25/10/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10003893,5,1,19,-1
4018,25/01/2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10002499,2,5,95,5
4019,30/10/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,TEC-AC-10004568,9,12.5,237.5,37.5
4020,28/10/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,OFF-AP-10001492,3,0.6,29.4,9.4
4021,04/02/2022,Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,FUR-CH-10004698,3,6.8,163.2,23.2
4022,20/01/2022,Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Technology,Phones,TEC-PH-10004093,3,2.4,77.6,7.6
4023,01/05/2022,Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,FUR-CH-10000454,5,34,816,46
4024,04/05/2023,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10003034,5,11.2,548.8,98.8
4025,22/01/2022,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10003215,4,5,95,-5
4026,12/05/2023,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,OFF-PA-10001776,4,1.5,28.5,-1.5
4027,24/11/2022,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Art,OFF-AR-10004582,7,0.2,9.8,-0.2
4028,19/05/2023,First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,TEC-PH-10001557,2,4.5,145.5,15.5
4029,06/01/2022,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,OFF-BI-10004209,8,0.2,9.8,-0.2
4030,05/06/2022,Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Technology,Machines,TEC-MA-10003183,3,9.6,470.4,70.4
4031,09/04/2022,Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,FUR-CH-10002439,4,6.9,223.1,33.1
4032,18/03/2023,Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Appliances,OFF-AP-10000576,6,12,228,8
4033,14/02/2022,Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Paper,OFF-PA-10004040,5,1.5,28.5,8.5
4034,28/05/2023,Standard Class,Home Office,United States,Covington,Washington,98042,West,Technology,Accessories,TEC-AC-10003063,4,4,96,6
4035,08/05/2022,Same Day,Corporate,United States,Lorain,Ohio,44052,East,Office Supplies,Binders,OFF-BI-10003982,3,1,19,-1
4036,20/10/2023,Same Day,Corporate,United States,Lorain,Ohio,44052,East,Technology,Accessories,TEC-AC-10002567,6,19,361,31
4037,20/12/2023,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10004950,2,1,19,-1
4038,22/01/2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000550,5,0.4,19.6,-0.4
4039,24/05/2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10000528,4,1,19,-1
4040,06/04/2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,TEC-MA-10003183,6,23.1,746.9,116.9
4041,29/07/2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003305,3,0.5,9.5,-0.5
4042,12/02/2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001425,3,7.6,182.4,22.4
4043,28/01/2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10001474,9,10.8,259.2,29.2
4044,08/03/2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000672,6,2.8,67.2,7.2
4045,16/11/2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10001979,5,6,194,24
4046,11/08/2022,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10003707,3,0.3,9.7,-0.3
4047,14/11/2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10002191,2,1,19,-1
4048,10/04/2023,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000501,3,4,76,6
4049,05/07/2023,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001990,10,18,582,22
4050,02/08/2022,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003601,3,11.2,268.8,8.8
4051,24/12/2022,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10001891,2,3.4,166.6,16.6
4052,04/02/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003469,3,0,0,0
4053,29/08/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004175,2,16.4,393.6,33.6
4054,14/08/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002945,11,1.8,58.2,-1.8
4055,13/02/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10000533,4,0.6,19.4,-0.6
4056,25/07/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10004459,6,72,1728,88
4057,14/03/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004147,1,1.4,68.6,8.6
4058,06/02/2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000046,5,26,624,54
4059,13/08/2022,Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004774,7,2.8,67.2,7.2
4060,04/09/2022,Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,FUR-CH-10000595,3,17.1,552.9,92.9
4061,21/01/2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002473,3,2.1,67.9,7.9
4062,28/03/2022,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001628,3,0.6,29.4,-0.6
4063,27/03/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10002800,1,2,38,-2
4064,30/06/2023,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,OFF-AR-10002766,9,0.4,19.6,-0.4
4065,05/02/2023,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,OFF-SU-10002522,1,0,0,0
4066,05/07/2022,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,OFF-FA-10003021,5,0.5,9.5,-0.5
4067,02/04/2022,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000634,3,0.5,9.5,-0.5
